epoch	batch	iter	loss	acc	lr	Failure_case_True	Failure_case_Pred
0	312	-96	tensor(0.0756, device='cuda:0')	0.97	1e-06	[11 13  8]	[12 12  7]
0	313	-95	tensor(0.0894, device='cuda:0')	0.97	1e-06	[ 7 10  0]	[ 8  9 16]
0	314	-94	tensor(0.0173, device='cuda:0')	1.0	1e-06	[]	[]
0	315	-93	tensor(0.0437, device='cuda:0')	0.98	1e-06	[10 14]	[12 13]
0	316	-92	tensor(0.0719, device='cuda:0')	0.98	1e-06	[ 8 15]	[7 0]
0	317	-91	tensor(0.0301, device='cuda:0')	0.99	1e-06	[6]	[7]
0	318	-90	tensor(0.0482, device='cuda:0')	0.98	1e-06	[15  5]	[0 6]
0	319	-89	tensor(0.0453, device='cuda:0')	0.98	1e-06	[ 8 11]	[0 0]
0	320	-88	tensor(0.0410, device='cuda:0')	0.98	1e-06	[9 6]	[0 5]
0	321	-87	tensor(0.0267, device='cuda:0')	0.99	1e-06	[6]	[5]
0	322	-86	tensor(0.0225, device='cuda:0')	0.99	1e-06	[3]	[1]
0	323	-85	tensor(0.0480, device='cuda:0')	0.99	1e-06	[13]	[14]
0	324	-84	tensor(0.0412, device='cuda:0')	0.99	1e-06	[14]	[12]
0	325	-83	tensor(0.0395, device='cuda:0')	0.99	1e-06	[0]	[8]
0	326	-82	tensor(0.0608, device='cuda:0')	0.98	1e-06	[16 16]	[0 0]
0	327	-81	tensor(0.0361, device='cuda:0')	0.99	1e-06	[0]	[12]
0	328	-80	tensor(0.0709, device='cuda:0')	0.98	1e-06	[ 5 14]	[ 6 13]
0	329	-79	tensor(0.0354, device='cuda:0')	0.99	1e-06	[0]	[9]
0	330	-78	tensor(0.0308, device='cuda:0')	0.99	1e-06	[16]	[0]
0	331	-77	tensor(0.0184, device='cuda:0')	0.99	1e-06	[0]	[11]
0	332	-76	tensor(0.0531, device='cuda:0')	0.98	1e-06	[14 14]	[13 13]
0	333	-75	tensor(0.0743, device='cuda:0')	0.98	1e-06	[11  0]	[12  1]
0	334	-74	tensor(0.0660, device='cuda:0')	0.96	1e-06	[ 8  0  7 17]	[0 9 8 0]
0	335	-73	tensor(0.0183, device='cuda:0')	0.99	1e-06	[2]	[4]
0	336	-72	tensor(0.0141, device='cuda:0')	1.0	1e-06	[]	[]
0	337	-71	tensor(0.0248, device='cuda:0')	1.0	1e-06	[]	[]
0	338	-70	tensor(0.0608, device='cuda:0')	0.98	1e-06	[0 0]	[ 7 16]
0	339	-69	tensor(0.0739, device='cuda:0')	0.97	1e-06	[0 0 1]	[5 6 0]
0	340	-68	tensor(0.0863, device='cuda:0')	0.98	1e-06	[5 0]	[ 6 16]
0	341	-67	tensor(0.0305, device='cuda:0')	0.99	1e-06	[0]	[10]
0	342	-66	tensor(0.0278, device='cuda:0')	0.99	1e-06	[13]	[0]
0	343	-65	tensor(0.0142, device='cuda:0')	0.99	1e-06	[0]	[14]
0	344	-64	tensor(0.0345, device='cuda:0')	0.99	1e-06	[0]	[13]
0	345	-63	tensor(0.0119, device='cuda:0')	1.0	1e-06	[]	[]
0	346	-62	tensor(0.0355, device='cuda:0')	0.99	1e-06	[1]	[3]
0	347	-61	tensor(0.1053, device='cuda:0')	0.97	1e-06	[16 14 16]	[0 0 0]
0	348	-60	tensor(0.0620, device='cuda:0')	0.98	1e-06	[0 0]	[ 5 16]
0	349	-59	tensor(0.0636, device='cuda:0')	0.98	1e-06	[6 0]	[ 0 16]
0	350	-58	tensor(0.0570, device='cuda:0')	0.97	1e-06	[ 7 17  9]	[0 0 0]
0	351	-57	tensor(0.0314, device='cuda:0')	0.99	1e-06	[10]	[0]
0	352	-56	tensor(0.0285, device='cuda:0')	1.0	1e-06	[]	[]
0	353	-55	tensor(0.0786, device='cuda:0')	0.98	1e-06	[ 7 15]	[8 0]
0	354	-54	tensor(0.0714, device='cuda:0')	0.96	1e-06	[0 0 9 6]	[9 5 0 5]
0	355	-53	tensor(0.0716, device='cuda:0')	0.97	1e-06	[13  2  0]	[11  4 15]
0	356	-52	tensor(0.0363, device='cuda:0')	0.99	1e-06	[0]	[6]
0	357	-51	tensor(0.0715, device='cuda:0')	0.98	1e-06	[ 5 17]	[0 0]
0	358	-50	tensor(0.0369, device='cuda:0')	1.0	1e-06	[]	[]
0	359	-49	tensor(0.0460, device='cuda:0')	0.99	1e-06	[4]	[0]
0	360	-48	tensor(0.0545, device='cuda:0')	0.98	1e-06	[9 3]	[12  1]
0	361	-47	tensor(0.0711, device='cuda:0')	0.97	1e-06	[11  1  2]	[9 3 0]
0	362	-46	tensor(0.0203, device='cuda:0')	0.99	1e-06	[11]	[12]
0	363	-45	tensor(0.0389, device='cuda:0')	0.98	1e-06	[ 7 12]	[ 8 11]
0	364	-44	tensor(0.0401, device='cuda:0')	0.98	1e-06	[13 13]	[11 14]
0	365	-43	tensor(0.0221, device='cuda:0')	0.99	1e-06	[0]	[16]
0	366	-42	tensor(0.0257, device='cuda:0')	0.99	1e-06	[4]	[2]
0	367	-41	tensor(0.0240, device='cuda:0')	0.99	1e-06	[13]	[14]
0	368	-40	tensor(0.0553, device='cuda:0')	0.98	1e-06	[ 0 11]	[ 8 12]
0	369	-39	tensor(0.0376, device='cuda:0')	0.99	1e-06	[0]	[13]
0	370	-38	tensor(0.0546, device='cuda:0')	0.98	1e-06	[13 14]	[11 13]
0	371	-37	tensor(0.0325, device='cuda:0')	0.99	1e-06	[9]	[10]
0	372	-36	tensor(0.0424, device='cuda:0')	0.99	1e-06	[11]	[12]
0	373	-35	tensor(0.0447, device='cuda:0')	0.98	1e-06	[0 8]	[2 7]
0	374	-34	tensor(0.0156, device='cuda:0')	1.0	1e-06	[]	[]
0	375	-33	tensor(0.0433, device='cuda:0')	0.98	1e-06	[0 0]	[ 8 16]
0	376	-32	tensor(0.0257, device='cuda:0')	0.99	1e-06	[5]	[6]
0	377	-31	tensor(0.0746, device='cuda:0')	0.99	1e-06	[6]	[0]
0	378	-30	tensor(0.1184, device='cuda:0')	0.95	1e-06	[ 0  1 10 17  0]	[ 4  4  9  0 16]
0	379	-29	tensor(0.0503, device='cuda:0')	0.98	1e-06	[10 10]	[ 0 11]
0	380	-28	tensor(0.0694, device='cuda:0')	0.97	1e-06	[ 9 14  0]	[ 8 13  3]
0	381	-27	tensor(0.0522, device='cuda:0')	0.98	1e-06	[ 8 12]	[ 0 13]
0	382	-26	tensor(0.0324, device='cuda:0')	0.99	1e-06	[10]	[9]
0	383	-25	tensor(0.0347, device='cuda:0')	0.98	1e-06	[ 0 11]	[17 12]
0	384	-24	tensor(0.0552, device='cuda:0')	0.98	1e-06	[ 5 10]	[0 9]
0	385	-23	tensor(0.0284, device='cuda:0')	1.0	1e-06	[]	[]
0	386	-22	tensor(0.0821, device='cuda:0')	0.98	1e-06	[ 2 13]	[ 0 14]
0	387	-21	tensor(0.1156, device='cuda:0')	0.96	1e-06	[0 0 0 9]	[17  5 13  0]
0	388	-20	tensor(0.0819, device='cuda:0')	0.98	1e-06	[0 1]	[5 3]
0	389	-19	tensor(0.0487, device='cuda:0')	0.99	1e-06	[4]	[0]
0	390	-18	tensor(0.0449, device='cuda:0')	0.98	1e-06	[16 12]	[ 0 11]
0	391	-17	tensor(0.0459, device='cuda:0')	0.97	1e-06	[10 12 14]	[11 11 13]
0	392	-16	tensor(0.0571, device='cuda:0')	0.97	1e-06	[ 0 10  0]	[13  9 17]
0	393	-15	tensor(0.0225, device='cuda:0')	1.0	1e-06	[]	[]
0	394	-14	tensor(0.0550, device='cuda:0')	0.98	1e-06	[11  7]	[0 8]
0	395	-13	tensor(0.0338, device='cuda:0')	0.99	1e-06	[11]	[0]
0	396	-12	tensor(0.0553, device='cuda:0')	0.99	1e-06	[8]	[0]
0	397	-11	tensor(0.0094, device='cuda:0')	1.0	1e-06	[]	[]
0	398	-10	tensor(0.0289, device='cuda:0')	0.98	1e-06	[10  4]	[9 0]
0	399	-9	tensor(0.0176, device='cuda:0')	0.99	1e-06	[0]	[4]
0	400	-8	tensor(0.0460, device='cuda:0')	0.98	1e-06	[ 5 11]	[ 0 12]
0	401	-7	tensor(0.0879, device='cuda:0')	0.94	1e-06	[ 9  0 11  6  0  5]	[10  5 12  0 11  6]
0	402	-6	tensor(0.0502, device='cuda:0')	0.99	1e-06	[13]	[14]
0	403	-5	tensor(0.0237, device='cuda:0')	0.99	1e-06	[12]	[11]
0	404	-4	tensor(0.0365, device='cuda:0')	0.98	1e-06	[0 1]	[ 9 15]
0	405	-3	tensor(0.0574, device='cuda:0')	0.99	1e-06	[7]	[0]
0	406	-2	tensor(0.0117, device='cuda:0')	1.0	1e-06	[]	[]
0	407	-1	tensor(0.0446, device='cuda:0')	0.98	1e-06	[1 3]	[15  1]
0	408	0	tensor(0.0199, device='cuda:0')	1.0	1e-06	[]	[]
1	1	1	tensor(0.0591, device='cuda:0')	0.99	5e-07	[17]	[0]
1	2	2	tensor(0.0486, device='cuda:0')	0.99	5e-07	[11]	[12]
1	3	3	tensor(0.0133, device='cuda:0')	1.0	5e-07	[]	[]
1	4	4	tensor(0.0076, device='cuda:0')	1.0	5e-07	[]	[]
1	5	5	tensor(0.0292, device='cuda:0')	0.98	5e-07	[ 0 12]	[17 10]
1	6	6	tensor(0.0302, device='cuda:0')	0.99	5e-07	[13]	[14]
1	7	7	tensor(0.0684, device='cuda:0')	0.95	5e-07	[ 8  3 11  8 14]	[ 7  0 12  0 13]
1	8	8	tensor(0.0375, device='cuda:0')	0.98	5e-07	[11  0]	[ 9 16]
1	9	9	tensor(0.0219, device='cuda:0')	0.99	5e-07	[6]	[8]
1	10	10	tensor(0.0673, device='cuda:0')	0.98	5e-07	[5 4]	[0 0]
1	11	11	tensor(0.0144, device='cuda:0')	1.0	5e-07	[]	[]
1	12	12	tensor(0.0215, device='cuda:0')	0.99	5e-07	[0]	[9]
1	13	13	tensor(0.0224, device='cuda:0')	1.0	5e-07	[]	[]
1	14	14	tensor(0.0403, device='cuda:0')	0.99	5e-07	[16]	[0]
1	15	15	tensor(0.0912, device='cuda:0')	0.98	5e-07	[10  0]	[0 9]
1	16	16	tensor(0.0194, device='cuda:0')	1.0	5e-07	[]	[]
1	17	17	tensor(0.0716, device='cuda:0')	0.98	5e-07	[ 0 10]	[10  9]
1	18	18	tensor(0.0850, device='cuda:0')	0.98	5e-07	[16  3]	[0 4]
1	19	19	tensor(0.0587, device='cuda:0')	0.96	5e-07	[0 1 9 0]	[16  3 10  6]
1	20	20	tensor(0.0399, device='cuda:0')	0.99	5e-07	[16]	[0]
1	21	21	tensor(0.0422, device='cuda:0')	0.98	5e-07	[17  0]	[0 8]
1	22	22	tensor(0.0141, device='cuda:0')	1.0	5e-07	[]	[]
1	23	23	tensor(0.0923, device='cuda:0')	0.97	5e-07	[ 9  7 16]	[0 0 0]
1	24	24	tensor(0.0276, device='cuda:0')	0.99	5e-07	[11]	[12]
1	25	25	tensor(0.0581, device='cuda:0')	0.98	5e-07	[13  0]	[0 2]
1	26	26	tensor(0.0665, device='cuda:0')	0.97	5e-07	[ 0 16  0]	[ 5  0 14]
1	27	27	tensor(0.0059, device='cuda:0')	1.0	5e-07	[]	[]
1	28	28	tensor(0.0374, device='cuda:0')	0.97	5e-07	[ 7 11 16]	[ 8 12  0]
1	29	29	tensor(0.0940, device='cuda:0')	0.99	5e-07	[6]	[0]
1	30	30	tensor(0.0305, device='cuda:0')	0.99	5e-07	[13]	[14]
1	31	31	tensor(0.0118, device='cuda:0')	1.0	5e-07	[]	[]
1	32	32	tensor(0.1088, device='cuda:0')	0.98	5e-07	[9 7]	[0 0]
1	33	33	tensor(0.0216, device='cuda:0')	1.0	5e-07	[]	[]
1	34	34	tensor(0.0592, device='cuda:0')	0.97	5e-07	[14  7 16]	[13  8  0]
1	35	35	tensor(0.0542, device='cuda:0')	0.98	5e-07	[1 8]	[15  7]
1	36	36	tensor(0.0582, device='cuda:0')	0.98	5e-07	[12  7]	[11  0]
1	37	37	tensor(0.0328, device='cuda:0')	0.99	5e-07	[9]	[0]
1	38	38	tensor(0.0202, device='cuda:0')	1.0	5e-07	[]	[]
1	39	39	tensor(0.0709, device='cuda:0')	0.99	5e-07	[2]	[4]
1	40	40	tensor(0.0194, device='cuda:0')	1.0	5e-07	[]	[]
1	41	41	tensor(0.0159, device='cuda:0')	1.0	5e-07	[]	[]
1	42	42	tensor(0.0505, device='cuda:0')	0.98	5e-07	[9 9]	[0 0]
1	43	43	tensor(0.0201, device='cuda:0')	0.99	5e-07	[0]	[5]
1	44	44	tensor(0.0574, device='cuda:0')	0.97	5e-07	[ 3 11  0]	[ 1 12 16]
1	45	45	tensor(0.0330, device='cuda:0')	0.99	5e-07	[3]	[1]
1	46	46	tensor(0.0404, device='cuda:0')	0.99	5e-07	[0]	[4]
1	47	47	tensor(0.0157, device='cuda:0')	1.0	5e-07	[]	[]
1	48	48	tensor(0.0763, device='cuda:0')	0.98	5e-07	[ 0 14]	[ 2 13]
1	49	49	tensor(0.0175, device='cuda:0')	1.0	5e-07	[]	[]
1	50	50	tensor(0.0469, device='cuda:0')	0.99	5e-07	[8]	[0]
1	51	51	tensor(0.0345, device='cuda:0')	0.98	5e-07	[ 7 16]	[0 0]
1	52	52	tensor(0.0053, device='cuda:0')	1.0	5e-07	[]	[]
1	53	53	tensor(0.0154, device='cuda:0')	1.0	5e-07	[]	[]
1	54	54	tensor(0.0623, device='cuda:0')	0.97	5e-07	[12  0 10]	[11  8  9]
1	55	55	tensor(0.0309, device='cuda:0')	0.99	5e-07	[1]	[0]
1	56	56	tensor(0.0540, device='cuda:0')	0.97	5e-07	[ 3 10  2]	[ 1 12  0]
1	57	57	tensor(0.0292, device='cuda:0')	0.98	5e-07	[12  4]	[11  2]
1	58	58	tensor(0.0517, device='cuda:0')	0.98	5e-07	[0 9]	[16 10]
1	59	59	tensor(0.0316, device='cuda:0')	0.99	5e-07	[0]	[17]
1	60	60	tensor(0.0640, device='cuda:0')	0.98	5e-07	[16  9]	[ 0 17]
1	61	61	tensor(0.0693, device='cuda:0')	0.98	5e-07	[ 0 16]	[16  0]
1	62	62	tensor(0.0039, device='cuda:0')	1.0	5e-07	[]	[]
1	63	63	tensor(0.0388, device='cuda:0')	0.99	5e-07	[0]	[7]
1	64	64	tensor(0.0551, device='cuda:0')	0.98	5e-07	[17 13]	[ 0 14]
1	65	65	tensor(0.0608, device='cuda:0')	0.98	5e-07	[12 17]	[11  0]
1	66	66	tensor(0.0328, device='cuda:0')	0.99	5e-07	[0]	[4]
1	67	67	tensor(0.0869, device='cuda:0')	0.98	5e-07	[11 13]	[ 0 14]
1	68	68	tensor(0.0230, device='cuda:0')	1.0	5e-07	[]	[]
1	69	69	tensor(0.0188, device='cuda:0')	1.0	5e-07	[]	[]
1	70	70	tensor(0.0410, device='cuda:0')	0.99	5e-07	[14]	[13]
1	71	71	tensor(0.0232, device='cuda:0')	1.0	5e-07	[]	[]
1	72	72	tensor(0.0348, device='cuda:0')	0.98	5e-07	[0 9]	[ 8 10]
1	73	73	tensor(0.0209, device='cuda:0')	0.99	5e-07	[9]	[10]
1	74	74	tensor(0.0206, device='cuda:0')	1.0	5e-07	[]	[]
1	75	75	tensor(0.0372, device='cuda:0')	0.98	5e-07	[12  0]	[10 17]
1	76	76	tensor(0.0181, device='cuda:0')	1.0	5e-07	[]	[]
1	77	77	tensor(0.0341, device='cuda:0')	0.99	5e-07	[9]	[10]
1	78	78	tensor(0.0554, device='cuda:0')	0.98	5e-07	[ 0 12]	[16  9]
1	79	79	tensor(0.0252, device='cuda:0')	0.99	5e-07	[11]	[12]
1	80	80	tensor(0.0181, device='cuda:0')	0.99	5e-07	[15]	[0]
1	81	81	tensor(0.0760, device='cuda:0')	0.97	5e-07	[3 2 8]	[ 0  4 11]
1	82	82	tensor(0.0269, device='cuda:0')	1.0	5e-07	[]	[]
1	83	83	tensor(0.0791, device='cuda:0')	0.98	5e-07	[14  0]	[13 13]
1	84	84	tensor(0.0594, device='cuda:0')	0.97	5e-07	[11 16 11]	[12  0 12]
1	85	85	tensor(0.0331, device='cuda:0')	0.99	5e-07	[12]	[11]
1	86	86	tensor(0.0861, device='cuda:0')	0.96	5e-07	[16  7 16  0]	[0 8 0 4]
1	87	87	tensor(0.0259, device='cuda:0')	0.99	5e-07	[1]	[0]
1	88	88	tensor(0.0358, device='cuda:0')	0.99	5e-07	[0]	[5]
1	89	89	tensor(0.0419, device='cuda:0')	0.99	5e-07	[8]	[7]
1	90	90	tensor(0.0417, device='cuda:0')	0.98	5e-07	[5 5]	[6 0]
1	91	91	tensor(0.0162, device='cuda:0')	0.99	5e-07	[0]	[16]
1	92	92	tensor(0.0831, device='cuda:0')	0.95	5e-07	[ 8  0 14 10  9]	[ 0 17 13 12 10]
1	93	93	tensor(0.0619, device='cuda:0')	0.98	5e-07	[13 11]	[14  9]
1	94	94	tensor(0.0439, device='cuda:0')	0.99	5e-07	[16]	[0]
1	95	95	tensor(0.0681, device='cuda:0')	0.98	5e-07	[ 9 12]	[10 11]
1	96	96	tensor(0.0121, device='cuda:0')	1.0	5e-07	[]	[]
1	97	97	tensor(0.0338, device='cuda:0')	0.99	5e-07	[12]	[10]
1	98	98	tensor(0.0227, device='cuda:0')	1.0	5e-07	[]	[]
1	99	99	tensor(0.0308, device='cuda:0')	0.99	5e-07	[11]	[12]
1	100	100	tensor(0.0333, device='cuda:0')	0.98	5e-07	[13  0]	[12 16]
1	101	101	tensor(0.0132, device='cuda:0')	1.0	5e-07	[]	[]
1	102	102	tensor(0.0631, device='cuda:0')	0.97	5e-07	[10  0  6]	[9 4 0]
1	103	103	tensor(0.0989, device='cuda:0')	0.98	5e-07	[10  0]	[9 5]
1	104	104	tensor(0.0258, device='cuda:0')	0.99	5e-07	[8]	[7]
1	105	105	tensor(0.0420, device='cuda:0')	0.98	5e-07	[ 9 13]	[ 0 14]
1	106	106	tensor(0.0233, device='cuda:0')	0.99	5e-07	[12]	[11]
1	107	107	tensor(0.0329, device='cuda:0')	0.99	5e-07	[16]	[0]
1	108	108	tensor(0.0357, device='cuda:0')	0.98	5e-07	[13  0]	[11 16]
1	109	109	tensor(0.0610, device='cuda:0')	0.98	5e-07	[9 0]	[ 0 16]
1	110	110	tensor(0.0390, device='cuda:0')	0.99	5e-07	[11]	[12]
1	111	111	tensor(0.0339, device='cuda:0')	0.98	5e-07	[12  2]	[11  4]
1	112	112	tensor(0.0378, device='cuda:0')	0.99	5e-07	[13]	[14]
1	113	113	tensor(0.0294, device='cuda:0')	0.99	5e-07	[9]	[0]
1	114	114	tensor(0.0191, device='cuda:0')	1.0	5e-07	[]	[]
1	115	115	tensor(0.0177, device='cuda:0')	1.0	5e-07	[]	[]
1	116	116	tensor(0.0954, device='cuda:0')	0.98	5e-07	[13  8]	[9 0]
1	117	117	tensor(0.0378, device='cuda:0')	0.99	5e-07	[1]	[15]
1	118	118	tensor(0.0361, device='cuda:0')	0.99	5e-07	[10]	[9]
1	119	119	tensor(0.0629, device='cuda:0')	0.98	5e-07	[4 8]	[0 7]
1	120	120	tensor(0.0261, device='cuda:0')	1.0	5e-07	[]	[]
1	121	121	tensor(0.0217, device='cuda:0')	1.0	5e-07	[]	[]
1	122	122	tensor(0.0473, device='cuda:0')	0.99	5e-07	[17]	[0]
1	123	123	tensor(0.0492, device='cuda:0')	0.98	5e-07	[11 10]	[12 17]
1	124	124	tensor(0.0073, device='cuda:0')	1.0	5e-07	[]	[]
1	125	125	tensor(0.0207, device='cuda:0')	1.0	5e-07	[]	[]
1	126	126	tensor(0.0501, device='cuda:0')	0.98	5e-07	[11 13]	[ 9 14]
1	127	127	tensor(0.0389, device='cuda:0')	0.98	5e-07	[9 0]	[10 10]
1	128	128	tensor(0.0199, device='cuda:0')	1.0	5e-07	[]	[]
1	129	129	tensor(0.0278, device='cuda:0')	1.0	5e-07	[]	[]
1	130	130	tensor(0.0504, device='cuda:0')	0.98	5e-07	[7 3]	[8 4]
1	131	131	tensor(0.0253, device='cuda:0')	0.99	5e-07	[14]	[13]
1	132	132	tensor(0.0199, device='cuda:0')	1.0	5e-07	[]	[]
1	133	133	tensor(0.0421, device='cuda:0')	0.98	5e-07	[ 8 10]	[0 0]
1	134	134	tensor(0.0489, device='cuda:0')	0.98	5e-07	[ 9 16]	[17  0]
1	135	135	tensor(0.0742, device='cuda:0')	0.96	5e-07	[11  2  5  7]	[0 4 6 8]
1	136	136	tensor(0.0536, device='cuda:0')	0.99	5e-07	[0]	[11]
1	137	137	tensor(0.0470, device='cuda:0')	0.98	5e-07	[0 0]	[5 2]
1	138	138	tensor(0.0137, device='cuda:0')	1.0	5e-07	[]	[]
1	139	139	tensor(0.0150, device='cuda:0')	1.0	5e-07	[]	[]
1	140	140	tensor(0.0436, device='cuda:0')	0.98	5e-07	[11  5]	[0 6]
1	141	141	tensor(0.0491, device='cuda:0')	0.98	5e-07	[0 4]	[6 0]
1	142	142	tensor(0.0203, device='cuda:0')	1.0	5e-07	[]	[]
1	143	143	tensor(0.0444, device='cuda:0')	0.98	5e-07	[0 0]	[14  3]
1	144	144	tensor(0.0269, device='cuda:0')	0.99	5e-07	[13]	[14]
1	145	145	tensor(0.0052, device='cuda:0')	1.0	5e-07	[]	[]
1	146	146	tensor(0.0187, device='cuda:0')	0.99	5e-07	[6]	[0]
1	147	147	tensor(0.0411, device='cuda:0')	0.99	5e-07	[11]	[12]
1	148	148	tensor(0.0194, device='cuda:0')	1.0	5e-07	[]	[]
1	149	149	tensor(0.0135, device='cuda:0')	0.99	5e-07	[0]	[16]
1	150	150	tensor(0.0261, device='cuda:0')	0.99	5e-07	[16]	[0]
1	151	151	tensor(0.0263, device='cuda:0')	0.99	5e-07	[0]	[16]
1	152	152	tensor(0.0430, device='cuda:0')	0.97	5e-07	[8 1 8]	[0 3 7]
1	153	153	tensor(0.0673, device='cuda:0')	0.97	5e-07	[ 8 10  9]	[7 9 0]
1	154	154	tensor(0.0204, device='cuda:0')	0.99	5e-07	[16]	[0]
1	155	155	tensor(0.0306, device='cuda:0')	0.99	5e-07	[0]	[13]
1	156	156	tensor(0.0790, device='cuda:0')	0.98	5e-07	[ 0 16]	[16  0]
1	157	157	tensor(0.0451, device='cuda:0')	0.98	5e-07	[0 7]	[9 8]
1	158	158	tensor(0.0199, device='cuda:0')	0.99	5e-07	[9]	[10]
1	159	159	tensor(0.0668, device='cuda:0')	0.97	5e-07	[ 0  0 10]	[16 16  9]
1	160	160	tensor(0.0339, device='cuda:0')	1.0	5e-07	[]	[]
1	161	161	tensor(0.0386, device='cuda:0')	0.98	5e-07	[17 10]	[0 9]
1	162	162	tensor(0.0340, device='cuda:0')	0.99	5e-07	[9]	[0]
1	163	163	tensor(0.0576, device='cuda:0')	0.98	5e-07	[3 1]	[1 0]
1	164	164	tensor(0.0444, device='cuda:0')	0.99	5e-07	[10]	[11]
1	165	165	tensor(0.0254, device='cuda:0')	1.0	5e-07	[]	[]
1	166	166	tensor(0.0402, device='cuda:0')	0.99	5e-07	[16]	[0]
1	167	167	tensor(0.0562, device='cuda:0')	0.99	5e-07	[11]	[12]
1	168	168	tensor(0.0327, device='cuda:0')	0.99	5e-07	[14]	[13]
1	169	169	tensor(0.1006, device='cuda:0')	0.96	5e-07	[ 0  6 14 12]	[14  5 13 11]
1	170	170	tensor(0.0283, device='cuda:0')	0.98	5e-07	[10  1]	[9 3]
1	171	171	tensor(0.0875, device='cuda:0')	0.96	5e-07	[ 2 10 16 14]	[4 9 0 0]
1	172	172	tensor(0.0501, device='cuda:0')	0.98	5e-07	[ 9 10]	[11  9]
1	173	173	tensor(0.0501, device='cuda:0')	0.98	5e-07	[ 0 16]	[16  0]
1	174	174	tensor(0.0071, device='cuda:0')	1.0	5e-07	[]	[]
1	175	175	tensor(0.0732, device='cuda:0')	0.97	5e-07	[8 9 0]	[0 0 3]
1	176	176	tensor(0.0658, device='cuda:0')	0.98	5e-07	[10  5]	[12  0]
1	177	177	tensor(0.0719, device='cuda:0')	0.97	5e-07	[ 8 15  6]	[0 0 0]
1	178	178	tensor(0.0129, device='cuda:0')	1.0	5e-07	[]	[]
1	179	179	tensor(0.0334, device='cuda:0')	0.99	5e-07	[0]	[16]
1	180	180	tensor(0.0135, device='cuda:0')	1.0	5e-07	[]	[]
1	181	181	tensor(0.0496, device='cuda:0')	0.98	5e-07	[9 0]	[12 16]
1	182	182	tensor(0.1019, device='cuda:0')	0.96	5e-07	[0 5 4 7]	[3 6 2 0]
1	183	183	tensor(0.0512, device='cuda:0')	0.98	5e-07	[1 4]	[15  0]
1	184	184	tensor(0.0644, device='cuda:0')	0.98	5e-07	[0 0]	[16  7]
1	185	185	tensor(0.0333, device='cuda:0')	1.0	5e-07	[]	[]
1	186	186	tensor(0.0373, device='cuda:0')	0.99	5e-07	[7]	[8]
1	187	187	tensor(0.0383, device='cuda:0')	0.98	5e-07	[16  0]	[0 4]
1	188	188	tensor(0.0544, device='cuda:0')	0.98	5e-07	[ 0 11]	[ 2 12]
1	189	189	tensor(0.0507, device='cuda:0')	0.97	5e-07	[ 6  7 10]	[ 8  0 12]
1	190	190	tensor(0.0620, device='cuda:0')	0.96	5e-07	[ 3  3 12 12]	[ 1  1 10 10]
1	191	191	tensor(0.0148, device='cuda:0')	0.99	5e-07	[7]	[8]
1	192	192	tensor(0.0287, device='cuda:0')	1.0	5e-07	[]	[]
1	193	193	tensor(0.0476, device='cuda:0')	0.98	5e-07	[0 0]	[14 14]
1	194	194	tensor(0.0607, device='cuda:0')	0.99	5e-07	[4]	[15]
1	195	195	tensor(0.0510, device='cuda:0')	0.98	5e-07	[10 11]	[ 0 12]
1	196	196	tensor(0.1435, device='cuda:0')	0.94	5e-07	[ 2  4  6 11 13  8]	[ 4  2  7 12 14  0]
1	197	197	tensor(0.0277, device='cuda:0')	0.99	5e-07	[16]	[0]
1	198	198	tensor(0.0677, device='cuda:0')	0.97	5e-07	[12 16 12]	[11  0 11]
1	199	199	tensor(0.0481, device='cuda:0')	0.99	5e-07	[12]	[11]
1	200	200	tensor(0.0291, device='cuda:0')	0.98	5e-07	[0 5]	[13  0]
1	201	201	tensor(0.0409, device='cuda:0')	0.98	5e-07	[ 0 14]	[2 0]
1	202	202	tensor(0.0836, device='cuda:0')	0.96	5e-07	[0 5 2 8]	[13  6  0  0]
1	203	203	tensor(0.0160, device='cuda:0')	1.0	5e-07	[]	[]
1	204	204	tensor(0.0730, device='cuda:0')	0.98	5e-07	[9 7]	[11  8]
1	205	205	tensor(0.0145, device='cuda:0')	1.0	5e-07	[]	[]
1	206	206	tensor(0.0371, device='cuda:0')	0.98	5e-07	[12  2]	[11  4]
1	207	207	tensor(0.0254, device='cuda:0')	1.0	5e-07	[]	[]
1	208	208	tensor(0.0354, device='cuda:0')	0.98	5e-07	[0 8]	[16  7]
1	209	209	tensor(0.0357, device='cuda:0')	0.98	5e-07	[0 8]	[16  7]
1	210	210	tensor(0.0150, device='cuda:0')	0.99	5e-07	[10]	[9]
1	211	211	tensor(0.0215, device='cuda:0')	0.99	5e-07	[6]	[0]
1	212	212	tensor(0.0637, device='cuda:0')	0.98	5e-07	[ 4 12]	[2 9]
1	213	213	tensor(0.0205, device='cuda:0')	1.0	5e-07	[]	[]
1	214	214	tensor(0.0272, device='cuda:0')	1.0	5e-07	[]	[]
1	215	215	tensor(0.0134, device='cuda:0')	1.0	5e-07	[]	[]
1	216	216	tensor(0.0167, device='cuda:0')	1.0	5e-07	[]	[]
1	217	217	tensor(0.0291, device='cuda:0')	1.0	5e-07	[]	[]
1	218	218	tensor(0.0924, device='cuda:0')	0.98	5e-07	[0 0]	[5 6]
1	219	219	tensor(0.0277, device='cuda:0')	0.99	5e-07	[0]	[5]
